Order ID,Order Date,Ship Date,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
zt-7543-72515,2025-02-01,2025-02-06,NN-88487,Home Office,East,Office Supplies,Binders,Heavy-Duty Binder,439.44,2,0.0,67.86
gp-6054-82249,2025-03-29,2025-04-03,sO-64766,Corporate,South,Technology,Laptops,Dell Inspiron 15,756.28,8,0.2,-29.27
QA-7892-25455,2025-04-28,2025-04-29,jy-35459,Corporate,South,Office Supplies,Paper,Colored Printer Paper,872.06,1,0.3,-75.95
PL-7444-16411,2024-09-28,2024-09-29,mM-69083,Consumer,South,Furniture,Tables,Adjustable Table B1,836.68,4,0.0,185.56
Aq-7016-81285,2024-01-25,2024-01-30,Lv-50522,Home Office,East,Furniture,Tables,Adjustable Table B1,602.47,9,0.3,-36.14
oT-1672-49965,2025-04-08,2025-04-10,Px-52930,Home Office,East,Office Supplies,Binders,Heavy-Duty Binder,796.41,9,0.2,-0.53
XI-4828-75277,2024-09-21,2024-09-23,Ed-20222,Corporate,South,Furniture,Chairs,Executive Chair Z3,609.5,1,0.0,138.73
aL-6682-84464,2025-05-04,2025-05-07,LR-82752,Corporate,East,Office Supplies,Pens,Ballpoint Pen,782.94,7,0.3,-116.83
Sb-9027-11847,2025-03-18,2025-03-20,VX-70221,Consumer,Central,Office Supplies,Binders,3-Ring Binder,302.54,3,0.0,56.21
ZL-6857-04145,2024-06-16,2024-06-19,yE-34037,Corporate,East,Office Supplies,Pens,Gel Ink Pen,216.74,5,0.1,24.78
UG-8579-83143,2023-12-26,2023-12-31,Ab-87301,Corporate,East,Technology,Phones,Samsung Galaxy A53,746.51,6,0.1,58.25
Gc-8953-48661,2025-06-14,2025-06-17,vY-94103,Home Office,East,Furniture,Tables,Meeting Table A2,62.09,8,0.3,-4.77
xl-3806-82179,2024-06-20,2024-06-22,XX-95606,Home Office,Central,Furniture,Bookcases,Glass Bookcase,859.28,5,0.1,68.27
iH-6494-60023,2024-01-10,2024-01-13,ol-35772,Consumer,Central,Furniture,Tables,Meeting Table A2,650.1,4,0.3,-85.88
pO-1326-58237,2023-10-24,2023-10-28,aJ-87319,Home Office,West,Office Supplies,Binders,3-Ring Binder,244.94,10,0.2,9.52
Ua-6956-82619,2025-01-25,2025-01-28,Mz-13124,Home Office,West,Office Supplies,Binders,3-Ring Binder,880.97,2,0.2,-22.48
xq-2435-93410,2025-01-29,2025-01-30,jP-30362,Consumer,Central,Office Supplies,Pens,Gel Ink Pen,940.14,4,0.0,187.17
aw-7638-97512,2024-03-30,2024-04-02,SC-25852,Home Office,South,Office Supplies,Pens,Ballpoint Pen,111.52,3,0.1,14.69
ms-6340-05017,2024-05-29,2024-06-02,GZ-25119,Corporate,East,Furniture,Tables,Meeting Table A2,500.58,1,0.0,85.34
rT-0043-96637,2023-12-18,2023-12-23,hG-05639,Corporate,East,Furniture,Chairs,Executive Chair Z3,938.92,2,0.1,62.69
ER-7392-54565,2024-06-22,2024-06-24,ts-28315,Corporate,Central,Technology,Laptops,HP Pavilion x360,538.45,3,0.0,109.52
iN-2653-47968,2023-09-05,2023-09-08,rZ-38443,Corporate,East,Office Supplies,Paper,A4 Copier Paper,198.06,7,0.1,28.0
Ro-1705-72133,2024-03-23,2024-03-25,ES-14785,Corporate,East,Furniture,Tables,Meeting Table A2,690.32,9,0.3,-64.32
zs-5409-50346,2025-01-23,2025-01-28,JQ-49792,Consumer,South,Office Supplies,Pens,Ballpoint Pen,485.98,10,0.2,14.76
vS-9073-33688,2024-01-23,2024-01-25,qr-71997,Corporate,East,Furniture,Tables,Adjustable Table B1,859.73,4,0.1,73.52
sC-4381-53614,2023-11-14,2023-11-15,Ky-73654,Corporate,West,Furniture,Tables,Meeting Table A2,140.57,3,0.3,-18.57
NZ-6991-26872,2024-02-14,2024-02-16,eo-72215,Consumer,West,Office Supplies,Binders,Heavy-Duty Binder,706.1,4,0.2,-25.63
UP-1166-39792,2023-08-28,2023-08-31,Yd-92775,Corporate,West,Office Supplies,Binders,3-Ring Binder,812.54,4,0.3,-48.94
TX-0380-24479,2024-05-24,2024-05-26,dC-06078,Home Office,South,Technology,Phones,Samsung Galaxy A53,298.14,6,0.1,37.88
Fz-4808-32509,2025-03-02,2025-03-05,Oj-95336,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,975.87,8,0.0,243.69
Wx-7889-08613,2025-01-06,2025-01-09,za-34035,Corporate,Central,Technology,Accessories,Logitech Mouse M325,328.18,2,0.0,56.92
XG-1632-01061,2024-05-23,2024-05-24,sx-62952,Consumer,East,Technology,Accessories,Logitech Mouse M325,410.23,4,0.3,-44.42
Zv-8900-77708,2024-10-29,2024-11-01,qC-21782,Home Office,South,Technology,Phones,Samsung Galaxy A53,283.16,8,0.1,32.8
kI-4395-95341,2025-04-12,2025-04-14,dS-12097,Corporate,Central,Technology,Phones,Samsung Galaxy A53,647.75,10,0.0,99.54
zL-3364-39350,2025-01-03,2025-01-06,iG-37199,Consumer,Central,Technology,Phones,Apple iPhone SE 2022,963.29,2,0.0,221.69
ZQ-9967-09149,2024-07-09,2024-07-10,iC-14370,Home Office,East,Office Supplies,Paper,Colored Printer Paper,315.19,3,0.3,-31.46
dp-7796-34635,2025-02-27,2025-03-02,lI-01387,Home Office,West,Furniture,Tables,Adjustable Table B1,76.79,8,0.1,3.98
PQ-6714-05476,2024-12-06,2024-12-09,li-18516,Corporate,Central,Furniture,Chairs,Ergonomic Chair X1,103.38,7,0.2,-2.24
fZ-8764-88991,2023-07-02,2023-07-06,xM-21703,Corporate,West,Technology,Laptops,Dell Inspiron 15,128.04,6,0.0,19.58
JP-4167-26532,2024-07-30,2024-08-04,bh-16806,Corporate,South,Technology,Phones,Samsung Galaxy A53,293.87,6,0.3,-36.34
cs-7394-47620,2024-12-10,2024-12-15,oL-18325,Home Office,West,Furniture,Chairs,Executive Chair Z3,248.73,10,0.2,11.28
MD-0418-65774,2023-08-10,2023-08-15,Ir-78274,Home Office,South,Furniture,Bookcases,Glass Bookcase,390.0,2,0.1,50.72
XE-1012-96901,2024-07-19,2024-07-23,Dw-91419,Consumer,West,Furniture,Chairs,Ergonomic Chair X1,407.78,7,0.1,55.57
Iz-8372-12148,2024-09-08,2024-09-12,VV-79898,Home Office,East,Furniture,Chairs,Ergonomic Chair X1,245.59,3,0.3,-19.95
NL-2369-28627,2025-02-02,2025-02-04,HX-91993,Consumer,East,Technology,Accessories,Wireless Keyboard K120,166.43,4,0.1,9.33
pU-2249-87431,2023-11-11,2023-11-14,TT-97425,Corporate,East,Technology,Laptops,Dell Inspiron 15,623.72,8,0.2,0.39
Ji-4661-20719,2024-03-28,2024-03-29,vZ-01107,Home Office,Central,Furniture,Tables,Adjustable Table B1,23.8,4,0.1,2.51
Pm-8050-17366,2024-09-10,2024-09-13,oP-18915,Home Office,Central,Technology,Accessories,Wireless Keyboard K120,436.58,5,0.1,60.87
mn-7802-26811,2023-10-12,2023-10-15,Yi-54367,Home Office,Central,Office Supplies,Binders,3-Ring Binder,184.54,6,0.2,-7.7
VH-2117-30120,2024-02-06,2024-02-07,ti-55457,Corporate,West,Furniture,Bookcases,Wooden Bookcase,183.38,1,0.0,40.66
Ik-5315-03910,2024-01-06,2024-01-07,oX-71187,Home Office,South,Office Supplies,Paper,Colored Printer Paper,36.88,1,0.2,0.47
Mg-3082-04092,2024-08-14,2024-08-17,es-05460,Home Office,East,Technology,Phones,Samsung Galaxy A53,374.12,7,0.0,90.47
ae-1532-50993,2024-07-05,2024-07-07,La-34505,Corporate,East,Technology,Laptops,HP Pavilion x360,195.67,4,0.0,42.33
el-5191-75699,2023-09-08,2023-09-11,qr-51719,Home Office,West,Technology,Laptops,Dell Inspiron 15,239.97,4,0.0,39.12
Kc-5712-41090,2024-09-20,2024-09-23,Nu-86163,Corporate,South,Technology,Phones,Samsung Galaxy A53,52.53,7,0.1,3.98
aP-3379-98365,2023-07-02,2023-07-06,qg-11891,Consumer,Central,Technology,Laptops,Dell Inspiron 15,283.87,9,0.0,44.92
aT-8751-91101,2025-06-17,2025-06-18,zl-22883,Consumer,South,Technology,Accessories,Logitech Mouse M325,26.35,5,0.0,4.85
my-2247-04284,2024-01-16,2024-01-19,bV-13839,Consumer,East,Technology,Laptops,Dell Inspiron 15,328.38,6,0.0,59.61
PH-9291-09727,2024-02-08,2024-02-10,HR-00186,Corporate,East,Furniture,Tables,Adjustable Table B1,55.37,7,0.1,3.77
sZ-7795-20504,2024-01-06,2024-01-08,FZ-75846,Consumer,West,Furniture,Bookcases,Glass Bookcase,450.28,4,0.3,-54.9
Vb-8194-60469,2023-07-10,2023-07-15,AU-08556,Corporate,South,Office Supplies,Pens,Ballpoint Pen,966.53,2,0.0,192.71
Zz-4171-35294,2025-04-21,2025-04-26,XS-24397,Corporate,West,Office Supplies,Binders,Heavy-Duty Binder,51.21,9,0.3,-3.19
fG-4244-18036,2024-06-02,2024-06-06,rD-96376,Home Office,West,Technology,Laptops,Dell Inspiron 15,883.37,4,0.3,-57.53
Wm-1045-88046,2025-02-15,2025-02-20,IV-14392,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,643.3,9,0.2,4.34
Fu-9302-54084,2024-03-20,2024-03-25,nV-26485,Corporate,East,Furniture,Chairs,Executive Chair Z3,625.05,10,0.1,63.01
Of-0733-87324,2023-10-06,2023-10-10,IY-36854,Home Office,West,Furniture,Tables,Adjustable Table B1,553.59,2,0.3,-81.16
jT-0491-00977,2023-09-05,2023-09-06,oK-87931,Consumer,Central,Furniture,Chairs,Ergonomic Chair X1,348.57,7,0.2,-11.0
UC-2162-31664,2025-03-21,2025-03-24,CQ-84953,Home Office,West,Technology,Laptops,Dell Inspiron 15,294.86,7,0.0,56.48
sl-7769-38660,2023-10-26,2023-10-30,qB-44418,Consumer,East,Office Supplies,Binders,3-Ring Binder,846.3,7,0.1,61.0
tY-3442-58241,2024-01-28,2024-01-30,fl-08964,Home Office,East,Furniture,Bookcases,Glass Bookcase,686.57,5,0.0,103.61
oY-9604-86703,2024-06-20,2024-06-25,yd-05739,Consumer,Central,Furniture,Bookcases,Wooden Bookcase,438.7,5,0.2,12.5
Ha-1170-35375,2024-04-05,2024-04-07,ZO-06069,Consumer,East,Furniture,Bookcases,Glass Bookcase,271.97,3,0.0,55.88
tM-8702-14452,2025-03-03,2025-03-08,Cu-64769,Home Office,Central,Furniture,Tables,Meeting Table A2,160.31,10,0.1,20.82
Dm-9883-11602,2024-02-23,2024-02-25,db-58699,Home Office,Central,Office Supplies,Binders,Heavy-Duty Binder,228.66,1,0.1,19.25
TA-3012-69027,2025-03-29,2025-04-01,sX-19877,Home Office,South,Office Supplies,Binders,3-Ring Binder,502.46,1,0.3,-34.73
UK-8430-84536,2025-03-11,2025-03-16,Wb-84576,Consumer,East,Technology,Phones,Samsung Galaxy A53,277.36,8,0.2,4.57
wF-3485-54175,2024-09-01,2024-09-03,Uf-00751,Corporate,South,Furniture,Bookcases,Wooden Bookcase,154.25,3,0.3,-14.96
Uu-7548-66657,2025-02-12,2025-02-14,Os-12783,Home Office,South,Technology,Accessories,Wireless Keyboard K120,199.52,6,0.0,34.79
yT-9381-14602,2023-09-27,2023-09-30,Nr-76927,Corporate,Central,Technology,Laptops,Dell Inspiron 15,711.08,1,0.1,36.74
zv-7536-85019,2024-10-26,2024-10-27,Hr-40820,Corporate,Central,Office Supplies,Binders,Heavy-Duty Binder,821.12,2,0.3,-110.57
PC-6809-13541,2023-07-19,2023-07-20,iI-13702,Consumer,East,Technology,Accessories,Wireless Keyboard K120,868.92,5,0.2,-16.86
CC-4640-41149,2024-08-14,2024-08-19,cj-79610,Corporate,South,Technology,Laptops,Dell Inspiron 15,841.55,6,0.1,94.61
La-5541-77649,2025-03-18,2025-03-23,bv-62270,Corporate,West,Office Supplies,Paper,A4 Copier Paper,608.48,3,0.1,52.55
vS-9752-26990,2023-08-09,2023-08-14,lL-32649,Consumer,West,Technology,Accessories,Wireless Keyboard K120,533.28,10,0.3,-28.38
MS-5139-89818,2024-07-23,2024-07-27,KM-70325,Home Office,South,Technology,Accessories,Wireless Keyboard K120,855.92,3,0.1,46.85
Cg-1516-82244,2024-12-12,2024-12-13,mR-74206,Consumer,West,Office Supplies,Pens,Gel Ink Pen,468.74,2,0.2,17.56
cc-1569-29645,2024-03-14,2024-03-18,xb-10119,Consumer,Central,Furniture,Tables,Meeting Table A2,392.03,9,0.2,12.29
Bz-8707-78016,2024-02-24,2024-02-27,qa-65661,Consumer,East,Technology,Phones,Samsung Galaxy A53,134.29,10,0.3,-17.37
AW-0802-97860,2024-08-20,2024-08-24,AJ-26168,Home Office,East,Office Supplies,Binders,Heavy-Duty Binder,400.82,2,0.0,89.39
Nn-0868-86641,2024-08-03,2024-08-05,GS-48391,Corporate,West,Technology,Laptops,HP Pavilion x360,384.51,6,0.3,-51.86
OQ-0490-93438,2025-02-22,2025-02-27,ai-05498,Consumer,East,Office Supplies,Paper,Colored Printer Paper,583.4,3,0.0,134.15
xU-7977-10651,2023-12-14,2023-12-19,Ri-92357,Home Office,Central,Technology,Accessories,Logitech Mouse M325,906.22,8,0.2,-30.86
eM-6460-68003,2024-08-02,2024-08-03,NO-00839,Corporate,Central,Furniture,Bookcases,Glass Bookcase,117.09,4,0.0,17.81
fz-0644-67636,2023-08-30,2023-09-04,fL-96170,Home Office,South,Office Supplies,Binders,3-Ring Binder,54.46,10,0.3,-6.93
HX-4517-87133,2024-10-27,2024-11-01,bg-17228,Home Office,East,Technology,Laptops,Dell Inspiron 15,201.45,9,0.0,48.35
kQ-0195-29760,2024-06-08,2024-06-12,Tl-11710,Consumer,Central,Technology,Accessories,Logitech Mouse M325,595.26,5,0.2,-5.11
wx-3629-17864,2024-11-30,2024-12-03,ry-65893,Home Office,West,Technology,Accessories,Logitech Mouse M325,758.93,9,0.0,187.09
Xh-9325-99437,2024-01-09,2024-01-10,oZ-48556,Home Office,West,Technology,Laptops,Dell Inspiron 15,623.46,3,0.1,50.96
xF-9300-59993,2023-11-27,2023-12-02,DA-82233,Home Office,South,Technology,Laptops,HP Pavilion x360,689.96,8,0.0,149.85
iP-9046-29248,2023-08-31,2023-09-01,Mi-59836,Corporate,East,Technology,Accessories,Wireless Keyboard K120,335.42,3,0.3,-37.11
TX-1784-34145,2024-01-11,2024-01-16,dm-10279,Consumer,Central,Technology,Accessories,Logitech Mouse M325,441.82,10,0.3,-34.94
AW-2256-62909,2023-08-28,2023-09-01,lb-44548,Consumer,East,Office Supplies,Pens,Gel Ink Pen,114.4,3,0.1,15.35
TM-4483-97996,2024-12-26,2024-12-29,rA-33197,Corporate,West,Technology,Phones,Samsung Galaxy A53,269.15,10,0.2,-13.22
Ue-4902-91812,2023-10-25,2023-10-30,dh-01965,Home Office,West,Office Supplies,Binders,Heavy-Duty Binder,195.77,7,0.1,24.03
Vh-7008-00857,2024-10-14,2024-10-18,CP-84233,Consumer,East,Furniture,Tables,Adjustable Table B1,559.43,2,0.3,-73.5
jF-4771-85571,2024-01-07,2024-01-08,Fs-40771,Consumer,West,Office Supplies,Binders,3-Ring Binder,271.58,6,0.1,40.15
Aw-3633-78021,2023-09-29,2023-10-03,Aw-35793,Consumer,East,Technology,Phones,Apple iPhone SE 2022,714.12,5,0.2,-25.02
EI-5284-08901,2023-07-08,2023-07-10,Cc-14283,Home Office,East,Furniture,Bookcases,Glass Bookcase,970.68,9,0.1,66.14
gT-5989-48810,2024-08-15,2024-08-18,Vh-01278,Home Office,West,Furniture,Chairs,Executive Chair Z3,284.13,10,0.3,-29.42
zT-1891-41537,2023-10-08,2023-10-11,Gj-24223,Home Office,West,Furniture,Chairs,Executive Chair Z3,847.61,7,0.2,18.72
UA-2089-70237,2024-03-05,2024-03-10,iD-63750,Consumer,East,Office Supplies,Paper,Colored Printer Paper,197.5,7,0.0,36.51
oz-8858-39207,2024-12-08,2024-12-10,ml-26932,Home Office,West,Technology,Phones,Samsung Galaxy A53,320.57,2,0.3,-41.49
oF-5816-90284,2023-12-16,2023-12-21,eg-68092,Home Office,West,Technology,Accessories,Wireless Keyboard K120,885.48,1,0.1,82.67
iu-8781-92049,2023-12-16,2023-12-20,LG-10690,Corporate,East,Furniture,Chairs,Ergonomic Chair X1,594.44,8,0.3,-49.43
eQ-7898-33035,2023-11-27,2023-12-01,jS-14642,Home Office,Central,Technology,Phones,Apple iPhone SE 2022,778.43,5,0.0,179.44
yC-7870-70160,2025-03-18,2025-03-20,dY-04728,Home Office,South,Furniture,Chairs,Ergonomic Chair X1,788.96,1,0.3,-39.85
rj-0040-83348,2023-11-04,2023-11-06,oj-18536,Corporate,West,Technology,Phones,Apple iPhone SE 2022,804.92,6,0.0,165.33
po-2099-21230,2024-12-31,2025-01-04,qm-29424,Corporate,Central,Technology,Phones,Apple iPhone SE 2022,68.96,10,0.3,-7.65
RE-7649-92212,2025-01-16,2025-01-19,fO-40230,Consumer,Central,Office Supplies,Pens,Gel Ink Pen,870.84,9,0.0,187.18
Cj-4797-73343,2025-05-25,2025-05-30,ao-57409,Home Office,West,Technology,Accessories,Wireless Keyboard K120,325.73,10,0.2,12.4
bb-9498-19753,2023-10-28,2023-10-30,WW-08242,Corporate,West,Furniture,Tables,Adjustable Table B1,156.28,9,0.3,-20.98
CQ-4283-32381,2023-10-29,2023-11-03,mf-82056,Home Office,Central,Office Supplies,Pens,Ballpoint Pen,568.49,1,0.1,68.41
tT-5534-41829,2024-02-14,2024-02-16,sJ-62650,Corporate,Central,Technology,Accessories,Wireless Keyboard K120,781.82,7,0.3,-95.51
kj-1108-90317,2024-05-09,2024-05-13,tn-22226,Corporate,West,Furniture,Tables,Adjustable Table B1,694.44,8,0.0,106.9
hw-4426-25722,2025-06-12,2025-06-14,xM-48402,Home Office,South,Technology,Accessories,Logitech Mouse M325,408.37,5,0.2,-5.06
TW-3589-92325,2024-09-13,2024-09-17,mb-55045,Home Office,West,Furniture,Tables,Adjustable Table B1,927.12,6,0.2,1.89
Hf-3113-16986,2025-06-12,2025-06-16,UQ-69267,Consumer,South,Office Supplies,Paper,Colored Printer Paper,823.57,1,0.2,1.72
nq-0586-52030,2024-02-21,2024-02-23,qi-21641,Home Office,South,Technology,Laptops,Dell Inspiron 15,276.89,10,0.0,59.3
NT-1280-60582,2023-08-12,2023-08-16,yT-92882,Corporate,West,Office Supplies,Binders,Heavy-Duty Binder,975.3,6,0.2,-24.96
wc-7990-50339,2024-02-05,2024-02-09,gQ-41077,Corporate,Central,Office Supplies,Pens,Gel Ink Pen,226.09,10,0.2,-6.19
Vr-6106-56716,2025-05-12,2025-05-14,JJ-94152,Home Office,South,Technology,Phones,Samsung Galaxy A53,512.64,6,0.1,44.2
FD-3586-83966,2024-05-30,2024-05-31,BP-27197,Corporate,East,Furniture,Tables,Adjustable Table B1,324.12,7,0.2,-12.19
gM-2246-41425,2023-10-25,2023-10-30,rr-76853,Corporate,West,Technology,Accessories,Logitech Mouse M325,207.53,3,0.1,30.26
RR-9342-86751,2024-06-10,2024-06-15,nk-92218,Consumer,East,Furniture,Chairs,Ergonomic Chair X1,761.78,5,0.3,-82.44
Lc-5538-44739,2025-03-21,2025-03-24,cW-55472,Consumer,West,Office Supplies,Binders,Heavy-Duty Binder,475.34,6,0.2,13.51
CA-9449-47748,2024-06-17,2024-06-21,nW-54296,Corporate,Central,Furniture,Chairs,Ergonomic Chair X1,895.56,9,0.1,123.08
LR-3966-70685,2024-08-24,2024-08-29,Ei-98392,Consumer,Central,Furniture,Tables,Meeting Table A2,599.51,3,0.0,106.87
qR-3952-48918,2023-12-05,2023-12-07,kk-48461,Consumer,East,Technology,Phones,Apple iPhone SE 2022,692.66,7,0.2,0.4
aW-2315-44027,2024-08-26,2024-08-31,PC-88304,Corporate,Central,Technology,Accessories,Wireless Keyboard K120,195.16,3,0.2,3.1
ie-9215-37055,2023-08-12,2023-08-16,rF-00935,Consumer,Central,Furniture,Chairs,Ergonomic Chair X1,169.93,9,0.3,-17.37
me-1191-13423,2024-05-11,2024-05-12,Ms-95846,Corporate,East,Technology,Accessories,Logitech Mouse M325,380.23,1,0.2,-2.72
ny-5815-33232,2023-12-30,2024-01-03,Ee-47001,Consumer,South,Technology,Phones,Samsung Galaxy A53,282.11,1,0.0,69.9
mp-0947-76734,2025-04-06,2025-04-08,bY-46671,Consumer,West,Furniture,Chairs,Ergonomic Chair X1,528.27,9,0.1,34.76
bY-3417-17949,2025-03-07,2025-03-10,SK-96593,Corporate,West,Technology,Phones,Apple iPhone SE 2022,500.98,8,0.0,75.52
gX-0406-00580,2024-12-01,2024-12-04,QF-14242,Home Office,Central,Furniture,Chairs,Ergonomic Chair X1,728.51,8,0.3,-71.96
aG-1242-67909,2023-08-09,2023-08-13,Tb-51483,Home Office,Central,Furniture,Tables,Adjustable Table B1,902.14,6,0.1,72.59
AF-1401-82551,2024-10-10,2024-10-12,Qw-03198,Corporate,South,Office Supplies,Pens,Ballpoint Pen,899.59,4,0.1,70.46
IC-5501-43325,2025-05-15,2025-05-17,Rk-69640,Consumer,Central,Technology,Accessories,Wireless Keyboard K120,132.6,2,0.1,15.8
rp-0438-00690,2025-02-10,2025-02-11,uc-30397,Home Office,Central,Office Supplies,Binders,3-Ring Binder,602.6,1,0.3,-78.78
Id-4384-27177,2023-06-27,2023-06-29,zI-96660,Corporate,East,Office Supplies,Pens,Ballpoint Pen,490.49,8,0.1,39.35
lJ-4638-26748,2024-12-29,2024-12-30,uS-60439,Home Office,Central,Furniture,Tables,Adjustable Table B1,263.85,10,0.1,30.73
Vx-3782-03102,2023-09-03,2023-09-07,Cu-74808,Home Office,West,Furniture,Chairs,Ergonomic Chair X1,290.67,2,0.2,-11.99
Tb-7475-47357,2025-05-24,2025-05-29,ME-55594,Consumer,East,Technology,Laptops,HP Pavilion x360,916.51,6,0.3,-68.82
Ca-2434-99234,2025-02-26,2025-02-27,eI-18260,Home Office,East,Technology,Laptops,Dell Inspiron 15,406.82,10,0.2,12.51
Mo-7147-01733,2024-03-21,2024-03-22,tN-96313,Consumer,East,Office Supplies,Paper,A4 Copier Paper,829.19,5,0.0,206.17
sP-5438-92065,2024-08-27,2024-08-31,Qb-94629,Home Office,Central,Furniture,Bookcases,Glass Bookcase,642.8,5,0.0,115.04
qw-6347-43249,2025-04-20,2025-04-21,wu-77074,Consumer,South,Furniture,Bookcases,Wooden Bookcase,362.15,2,0.2,-10.64
Qt-6159-98519,2025-04-14,2025-04-19,oh-45192,Consumer,Central,Office Supplies,Pens,Ballpoint Pen,90.84,1,0.0,20.0
Ju-5004-61134,2025-01-28,2025-01-31,ck-47501,Home Office,South,Office Supplies,Binders,Heavy-Duty Binder,369.92,7,0.1,38.74
Wu-4716-68669,2025-05-20,2025-05-23,IV-49629,Corporate,South,Office Supplies,Pens,Gel Ink Pen,615.46,10,0.3,-72.36
ih-8653-20895,2024-11-26,2024-11-30,wJ-66132,Consumer,East,Office Supplies,Pens,Gel Ink Pen,821.48,6,0.2,-9.22
RI-7036-81842,2024-03-06,2024-03-09,Ik-56730,Corporate,Central,Furniture,Chairs,Ergonomic Chair X1,238.9,1,0.1,25.19
ZE-6071-36023,2025-05-12,2025-05-15,IO-94753,Corporate,South,Furniture,Bookcases,Glass Bookcase,44.28,1,0.0,10.49
hN-8829-99962,2025-04-16,2025-04-20,cN-16767,Home Office,South,Office Supplies,Pens,Gel Ink Pen,928.06,3,0.0,218.74
jC-6839-56650,2025-01-23,2025-01-24,uB-90730,Corporate,East,Office Supplies,Paper,A4 Copier Paper,882.57,9,0.0,140.65
lk-6829-99378,2025-01-22,2025-01-25,Cu-03649,Corporate,West,Technology,Laptops,Dell Inspiron 15,546.44,8,0.3,-72.17
gp-1446-86435,2024-06-11,2024-06-12,zb-74021,Consumer,Central,Technology,Laptops,HP Pavilion x360,557.26,2,0.1,50.18
nX-0039-03349,2024-10-17,2024-10-19,up-55217,Home Office,West,Technology,Accessories,Wireless Keyboard K120,315.42,7,0.1,44.38
JR-7914-41674,2024-06-02,2024-06-03,AQ-97276,Home Office,East,Office Supplies,Paper,Colored Printer Paper,886.46,8,0.2,-22.76
vA-5682-03626,2023-07-16,2023-07-19,hX-58497,Corporate,South,Technology,Phones,Apple iPhone SE 2022,116.27,1,0.3,-13.96
CH-3420-45890,2024-09-20,2024-09-24,VI-94550,Corporate,East,Office Supplies,Paper,Colored Printer Paper,844.98,7,0.3,-113.84
Js-0428-41693,2024-08-25,2024-08-27,oj-49744,Consumer,South,Furniture,Tables,Meeting Table A2,451.7,6,0.0,106.46
KR-4891-68749,2023-08-02,2023-08-07,nc-08115,Corporate,Central,Office Supplies,Pens,Ballpoint Pen,585.04,10,0.0,101.48
gw-8022-97029,2024-03-02,2024-03-04,Zm-48468,Consumer,East,Technology,Accessories,Logitech Mouse M325,457.03,9,0.0,70.07
CG-9574-21980,2024-11-19,2024-11-22,pN-85652,Corporate,East,Technology,Phones,Apple iPhone SE 2022,541.26,5,0.1,75.08
lY-1741-85084,2023-10-18,2023-10-21,lj-52036,Consumer,South,Office Supplies,Binders,3-Ring Binder,681.12,5,0.0,117.38
lA-6733-28101,2025-04-04,2025-04-09,qe-03987,Home Office,Central,Furniture,Bookcases,Glass Bookcase,854.88,5,0.2,-19.06
Kp-2937-05311,2024-12-28,2024-12-31,uS-48369,Consumer,East,Furniture,Bookcases,Wooden Bookcase,400.05,8,0.1,47.25
bm-9841-99510,2023-12-26,2023-12-29,qL-56341,Corporate,Central,Furniture,Bookcases,Glass Bookcase,712.51,9,0.1,100.31
dE-5179-35417,2024-08-22,2024-08-23,EI-06197,Consumer,East,Technology,Accessories,Logitech Mouse M325,931.77,4,0.0,154.26
Av-1007-60941,2024-06-09,2024-06-10,pC-01915,Corporate,East,Furniture,Tables,Meeting Table A2,626.36,4,0.2,24.31
hn-9571-75571,2024-11-28,2024-12-02,TP-47908,Home Office,South,Technology,Laptops,Dell Inspiron 15,492.55,1,0.0,112.4
Yh-6638-02217,2023-06-25,2023-06-30,Qr-58934,Corporate,East,Technology,Phones,Samsung Galaxy A53,126.69,6,0.2,-3.26
fg-5283-50803,2024-08-15,2024-08-17,AB-45984,Consumer,South,Technology,Accessories,Wireless Keyboard K120,749.54,9,0.1,88.53
fb-9005-17375,2024-07-21,2024-07-24,cR-90890,Home Office,East,Office Supplies,Pens,Gel Ink Pen,511.78,8,0.1,49.96
yB-8296-29627,2024-09-26,2024-09-27,kq-05876,Corporate,West,Technology,Accessories,Wireless Keyboard K120,395.55,5,0.3,-39.37
jk-1602-79919,2025-06-11,2025-06-13,jU-86409,Consumer,South,Furniture,Chairs,Ergonomic Chair X1,823.25,2,0.1,52.78
zW-5432-08294,2024-06-08,2024-06-12,Dj-87724,Corporate,East,Office Supplies,Paper,Colored Printer Paper,801.39,1,0.3,-107.9
yr-7470-43560,2023-10-13,2023-10-14,it-34696,Home Office,Central,Furniture,Chairs,Ergonomic Chair X1,782.84,6,0.0,130.29
iv-6288-84255,2023-08-01,2023-08-03,VE-58425,Home Office,West,Technology,Accessories,Logitech Mouse M325,895.41,6,0.1,105.01
hR-7389-18554,2024-04-14,2024-04-15,fm-55047,Corporate,East,Office Supplies,Paper,Colored Printer Paper,592.47,2,0.2,-13.11
iz-5472-28562,2024-09-10,2024-09-13,AY-18887,Corporate,Central,Technology,Accessories,Logitech Mouse M325,307.0,7,0.3,-40.8
No-9672-86152,2024-09-09,2024-09-13,LX-86411,Consumer,Central,Technology,Accessories,Logitech Mouse M325,809.41,4,0.0,196.09
Zc-5436-59144,2025-03-18,2025-03-23,TB-64421,Consumer,Central,Office Supplies,Binders,3-Ring Binder,51.03,2,0.3,-7.62
